product_link;award_link;vintage;grade;contributor
https://www.gall.nl/catena-cabernet-sauvignon-rood-75cl-387665.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387665;Oogstjaar 2013;90 punten;Stephen Tanzer
https://www.gall.nl/catena-cabernet-sauvignon-rood-75cl-387665.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387665;Oogstjaar 2014;8;De Grote Hamersma
https://www.gall.nl/catena-cabernet-sauvignon-rood-75cl-387665.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387665;Oogstjaar 2015;90 punten;Vinous
https://www.gall.nl/catena-cabernet-sauvignon-rood-75cl-387665.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387665;Oogstjaar 2017;91 punten;James Suckling
https://www.gall.nl/catena-cabernet-sauvignon-rood-75cl-387665.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387665;;90 punten;Wine Advocate
https://www.gall.nl/catena-cabernet-sauvignon-rood-75cl-387665.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387665;Oogstjaar 2018;91 punten;Wine Advocate
https://www.gall.nl/catena-cabernet-sauvignon-rood-75cl-387665.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387665;Oogstjaar 2019;93 punten;James Suckling
https://www.gall.nl/catena-cabernet-sauvignon-rood-75cl-387665.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387665;Oogstjaar 2020;92 punten;James Suckling
https://www.gall.nl/eagles-nest-shiraz-rood-75cl-382116.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=382116;Oogstjaar 2013;Zilveren punten;Decanter
https://www.gall.nl/eagles-nest-shiraz-rood-75cl-382116.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=382116;Oogstjaar 2014;94 punten;Tim Atkin
https://www.gall.nl/eagles-nest-shiraz-rood-75cl-382116.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=382116;;91 punten;Wine Advocate
https://www.gall.nl/eagles-nest-shiraz-rood-75cl-382116.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=382116;;5 sterren;Platter's Wine Guide
https://www.gall.nl/eagles-nest-shiraz-rood-75cl-382116.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=382116;Oogstjaar 2015;9+;De Grote Hamersma
https://www.gall.nl/eagles-nest-shiraz-rood-75cl-382116.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=382116;Oogstjaar 2016;4.5 sterren;Platter's Wine Guide
https://www.gall.nl/fritz-wassmer-weisser-burgunder-wit-75cl-154733.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=154733;Oogstjaar 2019;89 punten;Decanter
https://www.gall.nl/fritz-wassmer-weisser-burgunder-wit-75cl-154733.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=154733;;9-;De Grote Hamersma
https://www.gall.nl/fritz-wassmer-weisser-burgunder-wit-75cl-154733.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=154733;Oogstjaar 2020;9-;De Grote Hamersma
https://www.gall.nl/di-majo-norante-aglianico-rood-75cl-258636.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258636;Oogstjaar 2014;9-;De Grote Hamersma
https://www.gall.nl/di-majo-norante-aglianico-rood-75cl-258636.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258636;Oogstjaar 2015;2 bicchieri;Gambero Rosso
https://www.gall.nl/di-majo-norante-aglianico-rood-75cl-258636.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258636;Oogstjaar 2016;9-;De Grote Hamersma
https://www.gall.nl/villa-locatelli-chardonnay-wit-75cl-258873.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258873;Oogstjaar 2014;86 punten;Wine Advocate
https://www.gall.nl/villa-locatelli-chardonnay-wit-75cl-258873.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258873;Oogstjaar 2018;8.5;De Grote Hamersma
https://www.gall.nl/bodega-garzon-reserva-albari%C3%B1o-wit-75cl-106674.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106674;Oogstjaar 2016;Brons medaille;International Wine Challenge
https://www.gall.nl/bodega-garzon-reserva-albari%C3%B1o-wit-75cl-106674.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106674;Oogstjaar 2018;17 punten;Jancis Robinson
https://www.gall.nl/bodega-garzon-reserva-albari%C3%B1o-wit-75cl-106674.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106674;Oogstjaar 2019;9;De Grote Hamersma
https://www.gall.nl/mazzei-ser-lapo-chianti-classico-riserva-rood-75cl-258458.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258458;Oogstjaar 2014;91 punten;Vinous
https://www.gall.nl/mazzei-ser-lapo-chianti-classico-riserva-rood-75cl-258458.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258458;Oogstjaar 2015;92 punten;Falstaff Wine Guide
https://www.gall.nl/mazzei-ser-lapo-chianti-classico-riserva-rood-75cl-258458.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258458;Oogstjaar 2016;2 bicchieri;Gambero Rosso
https://www.gall.nl/mazzei-ser-lapo-chianti-classico-riserva-rood-75cl-258458.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258458;Oogstjaar 2017;95 punten;James Suckling
https://www.gall.nl/mazzei-ser-lapo-chianti-classico-riserva-rood-75cl-258458.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258458;Oogstjaar 2018;94 punten;James Suckling
https://www.gall.nl/mazzei-ser-lapo-chianti-classico-riserva-rood-75cl-258458.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258458;;Bronzen punten;Decanter
https://www.gall.nl/mazzei-ser-lapo-chianti-classico-riserva-rood-75cl-258458.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258458;;8.5;De Grote Hamersma
https://www.gall.nl/groot-constantia-shiraz-rood-75cl-384895.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=384895;Oogstjaar 2014;89 punten;Wine Spectator
https://www.gall.nl/groot-constantia-shiraz-rood-75cl-384895.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=384895;Oogstjaar 2015;9-;De Grote Hamersma
https://www.gall.nl/groot-constantia-shiraz-rood-75cl-384895.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=384895;Oogstjaar 2017;4.5 sterren;Platter's Wine Guide
https://www.gall.nl/groot-constantia-shiraz-rood-75cl-384895.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=384895;;Bronzen medaille;IWSC
https://www.gall.nl/groot-constantia-shiraz-rood-75cl-384895.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=384895;Oogstjaar 2018;9;De Grote Hamersma
https://www.gall.nl/valdivieso-single-vineyard-sauvignon-blanc-wit-75cl-107670.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107670;Oogstjaar 2015;Aanbevolen medaille;International Wine Challenge
https://www.gall.nl/valdivieso-single-vineyard-sauvignon-blanc-wit-75cl-107670.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107670;Oogstjaar 2018;Zilveren punten;Decanter
https://www.gall.nl/valdivieso-single-vineyard-sauvignon-blanc-wit-75cl-107670.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107670;;94 punten;Descorchados
https://www.gall.nl/valdivieso-single-vineyard-sauvignon-blanc-wit-75cl-107670.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107670;;91 punten;Tim Atkin
https://www.gall.nl/valdivieso-single-vineyard-sauvignon-blanc-wit-75cl-107670.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107670;Oogstjaar 2020;93 punten;Descorchados
https://www.gall.nl/adam-gewurztraminer-les-natures-bio-wit-75cl-149411.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=149411;Oogstjaar 2018;8;De Grote Hamersma
https://www.gall.nl/yealands-estate-single-vineyard-pinot-noir-rood-75cl-382566.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=382566;Oogstjaar 2013;8.5;De Grote Hamersma
https://www.gall.nl/yealands-estate-single-vineyard-pinot-noir-rood-75cl-382566.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=382566;Oogstjaar 2017;90 punten;Decanter
https://www.gall.nl/yealands-estate-single-vineyard-pinot-noir-rood-75cl-382566.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=382566;Oogstjaar 2019;90 punten;James Suckling
https://www.gall.nl/dom%C3%A4ne-wachau-gr%C3%BCner-veltliner-federspiel-gv-wit-75cl-121274.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=121274;Oogstjaar 2017;9 -;De Grote Hamersma
https://www.gall.nl/domaine-andau-blaufr%C3%A4nkisch-rood-75cl-219940.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219940;Oogstjaar 2017;89 punten;Wine Enthusiast
https://www.gall.nl/domaine-andau-blaufr%C3%A4nkisch-rood-75cl-219940.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219940;;8;De Grote Hamersma
https://www.gall.nl/domaine-andau-blaufr%C3%A4nkisch-rood-75cl-219940.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219940;Oogstjaar 2018;Wine Enthusiast;8.5
https://www.gall.nl/lavis-classici-gew%C3%BCrztraminer-wit-75cl-258288.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258288;Oogstjaar 2019;8;De Grote Hamersma
https://www.gall.nl/artesano-de-argento-white-malbec-wit-75cl-405515.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=405515;Oogstjaar 2021;8;De Grote Hamersma
https://www.gall.nl/san-silvestro-roero-arneis-wit-75cl-142441.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=142441;Oogstjaar 2019;Gouden medaille;Mundus Vini
https://www.gall.nl/san-silvestro-roero-arneis-wit-75cl-142441.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=142441;Oogstjaar 2020;8.5;De Grote Hamersma
https://www.gall.nl/san-silvestro-roero-arneis-wit-75cl-142441.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=142441;Oogstjaar 2021;8.5;De Grote Hamersma
https://www.gall.nl/kanonkop-paul-sauer-rood-75cl-385395.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=385395;Oogstjaar 2012;93 punten;Falstaff Wine Guide
https://www.gall.nl/kanonkop-paul-sauer-rood-75cl-385395.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=385395;Oogstjaar 2013;92 punten;Wine Spectator
https://www.gall.nl/kanonkop-paul-sauer-rood-75cl-385395.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=385395;Oogstjaar 2014;93 punten;Vinous
https://www.gall.nl/kanonkop-paul-sauer-rood-75cl-385395.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=385395;;5 sterren;Platter's Wine Guide
https://www.gall.nl/kanonkop-paul-sauer-rood-75cl-385395.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=385395;;96 punten;Tim Atkin
https://www.gall.nl/kanonkop-paul-sauer-rood-75cl-385395.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=385395;Oogstjaar 2016;93 punten;Vinous
https://www.gall.nl/kanonkop-paul-sauer-rood-75cl-385395.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=385395;Oogstjaar 2018;9+;De Grote Hamersma
https://www.gall.nl/kanonkop-paul-sauer-rood-75cl-385395.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=385395;;96 punten;Tim Atkin
https://www.gall.nl/la-capitana-single-vineyard-carmenere-rood-75cl-402109.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=402109;Oogstjaar 2018;89 punten;Tim Atkin
https://www.gall.nl/la-capitana-single-vineyard-carmenere-rood-75cl-402109.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=402109;;83 punten;Decanter
https://www.gall.nl/la-capitana-single-vineyard-carmenere-rood-75cl-402109.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=402109;Oogstjaar 2019;89 punten;Decanter
https://www.gall.nl/la-capitana-single-vineyard-carmenere-rood-75cl-402109.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=402109;;91 punten;Tim Atkin
https://www.gall.nl/tenuta-moraia-bolgheri-gattabuia-rood-75cl-118818.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=118818;Oogstjaar 2014;g_2 bicchieri;Gambero Rosso
https://www.gall.nl/joseph-drouhin-pouilly-vinzelles-geschenkverpakking-wit-75cl-169471.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=169471;Oogstjaar 2014;89 punten;Tim Atkin
https://www.gall.nl/joseph-drouhin-pouilly-vinzelles-geschenkverpakking-wit-75cl-169471.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=169471;Oogstjaar 2016;88 punten;Wine Advocate
https://www.gall.nl/joseph-drouhin-pouilly-vinzelles-geschenkverpakking-wit-75cl-169471.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=169471;Oogstjaar 2017;91 punten;James Suckling
https://www.gall.nl/ch%C3%A2teau-david-medoc-rood-75cl-136166.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=136166;Oogstjaar 2012;Omfietswijn;Oogstjaar 2013
https://www.gall.nl/ch%C3%A2teau-david-medoc-rood-75cl-136166.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=136166;;Omfietswijn;Oogstjaar 2014
https://www.gall.nl/ch%C3%A2teau-david-medoc-rood-75cl-136166.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=136166;;8;De Grote Hamersma
https://www.gall.nl/ch%C3%A2teau-david-medoc-rood-75cl-136166.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=136166;Oogstjaar 2015;8.5;Omfietswijn
https://www.gall.nl/ch%C3%A2teau-david-medoc-rood-75cl-136166.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=136166;Oogstjaar 2016;8;De Grote Hamersma
https://www.gall.nl/ch%C3%A2teau-david-medoc-rood-75cl-136166.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=136166;Oogstjaar 2019;8.5;De Grote Hamersma
https://www.gall.nl/adam-pinot-gris-letzenberg-wit-75cl-149756.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=149756;Oogstjaar 2013;92 punten;James Suckling
https://www.gall.nl/adam-pinot-gris-letzenberg-wit-75cl-149756.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=149756;Oogstjaar 2016;s_2 sterren;Guide Hachette
https://www.gall.nl/adam-pinot-gris-letzenberg-wit-75cl-149756.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=149756;;p_93 punten;Wine Enthusiast
https://www.gall.nl/arrogant-frog-pinot-noir-rood-75cl-129364.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=129364;Oogstjaar 2012;8 plus;De Grote Hamersma
https://www.gall.nl/arrogant-frog-pinot-noir-rood-75cl-129364.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=129364;Oogstjaar 2015;Brons punten;Decanter
https://www.gall.nl/arrogant-frog-pinot-noir-rood-75cl-129364.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=129364;Oogstjaar 2018;silver medaille;Mundus Vini
https://www.gall.nl/arrogant-frog-pinot-noir-rood-75cl-129364.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=129364;Oogstjaar 2019;8;De Grote Hamersma
https://www.gall.nl/lavis-classici-cabernet-sauvignon---cabernet-franc-rood-75cl-258261.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258261;Oogstjaar 2014;Omfietswijn;Oogstjaar 0000
https://www.gall.nl/planeta-chardonnay-wit-75cl-282049.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=282049;Oogstjaar 2012;94 punten;James Suckling
https://www.gall.nl/planeta-chardonnay-wit-75cl-282049.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=282049;Oogstjaar 2013;92 punten;Falstaff Wine Guide
https://www.gall.nl/planeta-chardonnay-wit-75cl-282049.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=282049;Oogstjaar 2014;Gold punten;Decanter
https://www.gall.nl/planeta-chardonnay-wit-75cl-282049.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=282049;Oogstjaar 2015;91 punten;Wine Spectator
https://www.gall.nl/planeta-chardonnay-wit-75cl-282049.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=282049;Oogstjaar 2016;90 punten;Vinous
https://www.gall.nl/planeta-chardonnay-wit-75cl-282049.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=282049;Oogstjaar 2019;9;De Grote Hamersma
https://www.gall.nl/planeta-chardonnay-wit-75cl-282049.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=282049;Oogstjaar 2020;9;De Grote Hamersma
https://www.gall.nl/palmento-casale-burgio-appassimento-rood-75cl-256609.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=256609;Oogstjaar 2018;84 medaille;Mundus Vini
https://www.gall.nl/domaine-de-lamaurigue-rose-rose-75cl-196371.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=196371;Oogstjaar 2016;Gouden punten;Mundus Vini
https://www.gall.nl/domaine-de-lamaurigue-rose-rose-75cl-196371.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=196371;Oogstjaar 2019;9-;De Grote Hamersma
https://www.gall.nl/domaine-de-lamaurigue-rose-rose-75cl-196371.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=196371;Oogstjaar 2020;9-;De Grote Hamersma
https://www.gall.nl/domaine-de-lamaurigue-rose-rose-75cl-196371.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=196371;Oogstjaar 2021;9-;De Grote Hamersma
https://www.gall.nl/villa-locatelli-sauvignon-blanc-wit-75cl-258857.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258857;Oogstjaar 2014;85 punten;Wine Advocate
https://www.gall.nl/villa-locatelli-sauvignon-blanc-wit-75cl-258857.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258857;Oogstjaar 2017;8-;De Grote Hamersma
https://www.gall.nl/vi%C3%B1a-mayor-tinto-roble-rood-75cl-339571.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=339571;Oogstjaar 2015;89 punten;Guía Peñín
https://www.gall.nl/vi%C3%B1a-mayor-tinto-roble-rood-75cl-339571.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=339571;Oogstjaar 2018;8;De Grote Hamersma
https://www.gall.nl/vi%C3%B1a-mayor-tinto-roble-rood-75cl-339571.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=339571;;p_89 punten;Guía Peñín
https://www.gall.nl/vi%C3%B1a-mayor-tinto-roble-rood-75cl-339571.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=339571;;p_90 punten;Tim Atkin
https://www.gall.nl/lavis-classici-marzemino-rood-75cl-258253.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258253;Oogstjaar 2014;7.5;De Grote Hamersma
https://www.gall.nl/lavis-classici-marzemino-rood-75cl-258253.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258253;Oogstjaar 2016;8;De Grote Hamersma
https://www.gall.nl/lavis-classici-marzemino-rood-75cl-258253.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258253;Oogstjaar 2017;8.5;De Grote Hamersma
https://www.gall.nl/lavis-classici-marzemino-rood-75cl-258253.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258253;Oogstjaar 2018;8.5;De Grote Hamersma
https://www.gall.nl/lavis-classici-marzemino-rood-75cl-258253.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258253;Oogstjaar 2019;8.5;De Grote Hamersma
https://www.gall.nl/pagos-del-galir-godello-wit-75cl-308781.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308781;Oogstjaar 2014;90 punten;Wine Spectator
https://www.gall.nl/pagos-del-galir-godello-wit-75cl-308781.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308781;Oogstjaar 2015;90 punten;Decanter
https://www.gall.nl/pagos-del-galir-godello-wit-75cl-308781.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308781;Oogstjaar 2017;Omfietswijn;Oogstjaar 2018
https://www.gall.nl/pagos-del-galir-godello-wit-75cl-308781.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308781;;8.5;De Grote Hamersma
https://www.gall.nl/pagos-del-galir-godello-wit-75cl-308781.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308781;;92 punten;James Suckling
https://www.gall.nl/pagos-del-galir-godello-wit-75cl-308781.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308781;Oogstjaar 2019;91 punten;James Suckling
https://www.gall.nl/pagos-del-galir-godello-wit-75cl-308781.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308781;Oogstjaar 2020;8.5;De Grote Hamersma
https://www.gall.nl/pagos-del-galir-godello-wit-75cl-308781.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308781;;92 punten;Decanter
https://www.gall.nl/pagos-del-galir-godello-wit-75cl-308781.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308781;;94 punten;James Suckling
https://www.gall.nl/pagos-del-galir-godello-wit-75cl-308781.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308781;Oogstjaar 2021;9-;De Grote Hamersma
https://www.gall.nl/kuentz-bas-trois-chateaux-riesling-wit-75cl-405116.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=405116;Oogstjaar 2018;90 punten;James Suckling
https://www.gall.nl/kuentz-bas-trois-chateaux-riesling-wit-75cl-405116.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=405116;;92 punten;Wine Enthusiast
https://www.gall.nl/vidal-fleury-c%C3%B4tes-du-rh%C3%B4ne-cairanne-rood-75cl-107743.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107743;Oogstjaar 2013;16 punten;Jancis Robinson
https://www.gall.nl/vidal-fleury-c%C3%B4tes-du-rh%C3%B4ne-cairanne-rood-75cl-107743.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107743;Oogstjaar 2016;8.5;De Grote Hamersma
https://www.gall.nl/klein-constantia-red-rood-75cl-117811.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=117811;Oogstjaar 2012;91 punten;Tim Atkin
https://www.gall.nl/klein-constantia-red-rood-75cl-117811.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=117811;Oogstjaar 2013;90 punten;Wine Spectator
https://www.gall.nl/klein-constantia-red-rood-75cl-117811.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=117811;Oogstjaar 2014;92 punten;Decanter
https://www.gall.nl/klein-constantia-red-rood-75cl-117811.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=117811;Oogstjaar 2015;91 punten;Wine Advocate
